age,d18O,Ca2
58100,-41.44,172.18
58100,-42.92,164.03
58120,-42.92,164.03
58120,-41.18,134.99
58140,-41.18,134.99
58140,-42.55,142.42
58160,-42.55,142.42
58160,-40.53,90.3
58180,-40.53,90.3
58180,-38.36,50.65
58200,-38.36,50.65
58200,-38.99,36.75
58220,-38.99,36.75
58220,-37.85,29.53
58240,-37.85,29.53
58240,-38.73,39.77
58260,-38.73,39.77
58260,-42.08,90.19
58280,-42.08,90.19
58280,-41.83,190.42
58300,-41.83,190.42
58300,-41.02,228.72
58320,-41.02,228.72
58320,-43.13,213.3
58340,-43.13,213.3
58340,-42.12,218.69
58360,-42.12,218.69
58360,-43.12,239.02
58380,-43.12,239.02
58380,-41.88,228.03
58400,-41.88,228.03
58400,-43.51,285.74
58420,-43.51,285.74
58420,-41.91,265
58440,-41.91,265
58440,-41.99,319.43
58460,-41.99,319.43
58460,-42.28,285.5
58480,-42.28,285.5
58480,-43.35,248.79
58500,-43.35,248.79
58500,-42.04,237.51
58520,-42.04,237.51
58520,-42.58,218.63
58540,-42.58,218.63
58540,-41.91,138.94
58560,-41.91,138.94
58560,-40.68,78.91
58580,-40.68,78.91
58580,-40.96,67.7
58600,-40.96,67.7
58600,-40.94,92.5
58620,-40.94,92.5
58620,-39.04,58.03
58640,-39.04,58.03
58640,-39.35,36.51
58660,-39.35,36.51
58660,-39.01,36.42
58680,-39.01,36.42
58680,-39.93,43.18
58700,-39.93,43.18
58700,-38.2,32.43
58720,-38.2,32.43
58720,-39.35,30.83
58740,-39.35,30.83
58740,-39.84,40.9
58760,-39.84,40.9
58760,-40.36,49.13
58780,-40.36,49.13
58780,-41.5,70.02
58800,-41.5,70.02
58800,-40.6,85.03
58820,-40.6,85.03
58820,-40.55,54.68
58840,-40.55,54.68
58840,-40.33,36.16
58860,-40.33,36.16
58860,-38.87,43.41
58880,-38.87,43.41
58880,-39.36,37.76
58900,-39.36,37.76
58900,-38.45,38.33
58920,-38.45,38.33
58920,-38.64,34.92
58940,-38.64,34.92
58940,-38.42,30.35
58960,-38.42,30.35
58960,-37.89,39.82
58980,-37.89,39.82
58980,-38.38,42.42
59000,-38.38,42.42
59000,-38.17,33.46
59020,-38.17,33.46
59020,-37.57,26.94
59040,-37.57,26.94
59040,-37.82,31.87
59060,-37.82,31.87
59060,-40.83,93.97
59080,-40.83,93.97
59080,-42.2,163.23
59100,-42.2,163.23
59100,-42.69,212.47
59120,-42.69,212.47
59120,-41.94,191.06
59140,-41.94,191.06
59140,-44.19,259.35
59160,-44.19,259.35
59160,-41.74,202.91
59180,-41.74,202.91
59180,-42.68,251.3
59200,-42.68,251.3
59200,-43.09,249.5
59220,-43.09,249.5
59220,-44.35,239.34
59240,-44.35,239.34
59240,-42.72,178.19
59260,-42.72,178.19
59260,-41.31,113.74
59280,-41.31,113.74
59280,-42.43,111.67
59300,-42.43,111.67
59300,-40.49,77.51
59320,-40.49,77.51
59320,-37.61,50.73
59340,-37.61,50.73
59340,-38.46,50.35
59360,-38.46,50.35
59360,-37.72,29.84
59380,-37.72,29.84
59380,-37.68,42.3
59400,-37.68,42.3
59400,-38.18,42.78
59420,-38.18,42.78
59420,-39.77,69.08
59440,-39.77,69.08
59440,-42.31,117.66
59460,-42.31,117.66
59460,-41.84,226.58
59480,-41.84,226.58
59480,-41.75,254.37
59500,-41.75,254.37
59500,-42.8,308.84
59520,-42.8,308.84
59520,-44.28,308.06
59540,-44.28,308.06
59540,-44.19,328.11
59560,-44.19,328.11
59560,-42.51,321.43
59580,-42.51,321.43
59580,-43.72,254.42
59600,-43.72,254.42
59600,-43.69,293.6
59620,-43.69,293.6
59620,-42.77,248.32
59640,-42.77,248.32
59640,-43.32,308.15
59660,-43.32,308.15
59660,-42.63,298.93
59680,-42.63,298.93
59680,-42.91,275.97
59700,-42.91,275.97
59700,-42.1,238.29
59720,-42.1,238.29
59720,-41.66,285.41
59740,-41.66,285.41
59740,-41.95,232.18
59760,-41.95,232.18
59760,-43.76,273.76
59780,-43.76,273.76
59780,-42.77,296.95
59800,-42.77,296.95
59800,-44.05,329.52
59820,-44.05,329.52
59820,-44.15,354.94
59840,-44.15,354.94
59840,-43.67,281.46
59860,-43.67,281.46
59860,-42.11,310.36
59880,-42.11,310.36
59880,-43.89,314.28
59900,-43.89,314.28
59900,-42.7,297.24
59920,-42.7,297.24
59920,-41.57,288.79
59940,-41.57,288.79
59940,-42.87,381.02
59960,-42.87,381.02
59960,-43.54,346.61
59980,-43.54,346.61
59980,-43.39,367.34
60000,-43.39,367.34
60000,-42.33,392.88
60020,-42.33,392.88
60020,-43.8,348.1
60040,-43.8,348.1
60040,-42.58,225.98
60060,-42.58,225.98
60060,-43.15,349.7
60080,-43.15,349.7
60080,-43.65,333.9
60100,-43.65,333.9
60100,-43.4,344.41
60120,-43.4,344.41
60120,-43.68,354.88
60140,-43.68,354.88
60140,-42.45,265.27
60160,-42.45,265.27
60160,-43.31,335.21
60180,-43.31,335.21
60180,-43.94,398.68
60200,-43.94,398.68
60200,-42.96,288.54
60220,-42.96,288.54
60220,-43.19,311.12
60240,-43.19,311.12
60240,-42.05,325.91
60260,-42.05,325.91
60260,-42.87,323.26
60280,-42.87,323.26
60280,-42.46,304.17
60300,-42.46,304.17
60300,-42.47,340.39
60320,-42.47,340.39
60320,-44.03,357.47
60340,-44.03,357.47
60340,-42.56,334.84
60360,-42.56,334.84
60360,-42.18,361.22
60380,-42.18,361.22
60380,-44.35,340.74
60400,-44.35,340.74
60400,-43.82,319.25
60420,-43.82,319.25
60420,-42.01,344.51
60440,-42.01,344.51
60440,-44.4,387.72
60460,-44.4,387.72
60460,-42.61,317.67
60480,-42.61,317.67
60480,-43.02,261.15
60500,-43.02,261.15
60500,-43.01,276.67
60520,-43.01,276.67
60520,-42.65,361.24
60540,-42.65,361.24
60540,-42.63,385.78
60560,-42.63,385.78
60560,-43.13,384.65
60580,-43.13,384.65
60580,-43.44,376.05
60600,-43.44,376.05
60600,-43.34,335.48
60620,-43.34,335.48
60620,-43.57,295.07
60640,-43.57,295.07
60660,-43.88,330.99
60680,-43.88,330.99
60680,-42.48,396.53
60700,-42.48,396.53
60700,-43.48,401.34
60720,-43.48,401.34
60720,-43.38,310.81
60740,-43.38,310.81
60740,-43.88,314.11
60760,-43.88,314.11
60760,-43.67,342.04
60780,-43.67,342.04
60780,-42.52,344.21
60800,-42.52,344.21
60800,-45.05,448.29
60820,-45.05,448.29
60820,-43.14,291.15
60840,-43.14,291.15
60840,-43.6,329.91
60860,-43.6,329.91
60860,-44.12,342.2
60880,-44.12,342.2
60880,-43.55,479.4
60900,-43.55,479.4
60900,-43.84,395.9
60920,-43.84,395.9
60920,-42.21,310.06
60940,-42.21,310.06
60940,-43.12,387.59
60960,-43.12,387.59
60960,-44.37,388.49
60980,-44.37,388.49
60980,-44.03,316.33
61000,-44.03,316.33
61000,-43.76,414.95
61020,-43.76,414.95
61020,-46.01,405.35
61040,-46.01,405.35
61040,-42.1,338.04
61060,-42.1,338.04
61060,-42.75,391.96
61080,-42.75,391.96
61080,-44.63,431.75
61100,-44.63,431.75
61100,-43.82,396.06
61120,-43.82,396.06
61120,-45.19,411.29
61140,-45.19,411.29
61140,-42.96,373.5
61160,-42.96,373.5
61160,-42.83,308.57
61180,-42.83,308.57
61180,-43.78,441.74
61200,-43.78,441.74
61200,-43.16,385.79
61220,-43.16,385.79
61220,-44.39,361.84
61240,-44.39,361.84
61240,-42.67,380.44
61260,-42.67,380.44
61260,-44.23,408.45
61280,-44.23,408.45
61280,-43.93,344.94
61300,-43.93,344.94
61300,-43.75,394.66
61320,-43.75,394.66
61320,-43.33,260.07
61340,-43.33,260.07
61340,-43.94,310.77
61360,-43.94,310.77
61360,-41.68,439.82
61380,-41.68,439.82
61380,-41.87,321.1
61400,-41.87,321.1
61400,-42.96,309.42
61420,-42.96,309.42
61420,-44.34,352.59
61440,-44.34,352.59
61440,-43.52,382.61
61460,-43.52,382.61
61460,-42.63,423.78
61480,-42.63,423.78
61480,-43.59,401.36
61500,-43.59,401.36
61500,-44.96,324.49
61520,-44.96,324.49
61520,-44.84,456.38
61540,-44.84,456.38
61540,-44.98,354.96
61560,-44.98,354.96
61560,-45.39,396.15
61580,-45.39,396.15
61580,-44.4,391.02
61600,-44.4,391.02
61600,-44.26,377.55
61620,-44.26,377.55
61620,-42.8,344.5
61640,-42.8,344.5
61640,-43.31,424.17
61660,-43.31,424.17
61660,-43.69,402.41
61680,-43.69,402.41
61680,-43.09,417.5
61700,-43.09,417.5
61700,-42.9,304.06
61720,-42.9,304.06
61720,-43.07,387.46
61740,-43.07,387.46
61740,-42.78,421.92
61760,-42.78,421.92
61760,-43.58,357.5
61780,-43.58,357.5
61780,-45.76,520.15
61800,-45.76,520.15
61800,-43.86,384.34
61820,-43.86,384.34
61820,-44.7,617.55
61840,-44.7,617.55
61840,-44.72,446.86
61860,-44.72,446.86
61860,-44.35,474.32
61880,-44.35,474.32
61880,-42.93,414.51
61900,-42.93,414.51
61900,-42.91,416.57
61920,-42.91,416.57
61920,-43.53,466.1
61940,-43.53,466.1
61940,-44.64,550.36
61960,-44.64,550.36
61960,-43.05,347.34
61980,-43.05,347.34
61980,-43.36,413.35
62000,-43.36,413.35
62000,-44.66,535.01
62020,-44.66,535.01
62020,-46.34,455.93
62040,-46.34,455.93
62040,-43.77,378.18
62060,-43.77,378.18
62060,-44.02,408.23
62080,-44.02,408.23
62080,-45.04,492.76
62100,-45.04,492.76
62100,-44.42,480.82
62120,-44.42,480.82
62120,-43.65,402.16
62140,-43.65,402.16
62140,-43.83,549.06
62160,-43.83,549.06
62160,-42.58,576.37
62180,-42.58,576.37
62180,-42.81,441.74
62200,-42.81,441.74
62200,-45.22,486.21
62220,-45.22,486.21
62220,-44.97,486.95
62240,-44.97,486.95
62240,-44.91,477.75
62260,-44.91,477.75
62260,-43.23,415.46
62280,-43.23,415.46
62280,-43.82,366.21
62300,-43.82,366.21
62300,-44.38,416.57
62320,-44.38,416.57
62320,-44.38,457.01
62340,-44.38,457.01
62340,-44.02,502.72
62360,-44.02,502.72
62360,-43.16,435.06
62380,-43.16,435.06
62380,-44.06,442.61
62400,-44.06,442.61
62400,-44.24,406.78
62420,-44.24,406.78
62420,-44.25,506.57
62440,-44.25,506.57
62440,-46.42,545.57
62460,-46.42,545.57
62460,-43.98,537.75
62480,-43.98,537.75
62480,-44.86,366.86
62500,-44.86,366.86
62500,-43.96,332.8
62520,-43.96,332.8
62520,-44.55,323.55
62540,-44.55,323.55
62540,-45.44,439.82
62560,-45.44,439.82
62560,-43.96,482.06
62580,-43.96,482.06
62580,-44.42,459.19
62600,-44.42,459.19
62600,-44.3,520.32
62620,-44.3,520.32
62620,-44.43,525.11
62640,-44.43,525.11
62640,-42.57,544.23
62660,-42.57,544.23
62660,-43.42,489.99
62680,-43.42,489.99
62680,-45.67,442.13
62700,-45.67,442.13
62700,-46.11,418.39
62720,-46.11,418.39
62720,-45.3,444.66
62740,-45.3,444.66
62740,-45.1,555.15
62760,-45.1,555.15
62760,-43.75,432.68
62780,-43.75,432.68
62780,-44.26,421.84
62800,-44.26,421.84
62800,-42.98,478.93
62820,-42.98,478.93
62820,-43.14,473.77
62840,-43.14,473.77
62840,-43.73,492.68
62860,-43.73,492.68
62860,-44.71,443.65
62880,-44.71,443.65
62880,-45.93,501.07
62900,-45.93,501.07
62900,-44.22,413.71
62920,-44.22,413.71
62920,-44.17,377.25
62940,-44.17,377.25
62940,-44.3,307.76
62960,-44.3,307.76
62960,-43.93,412.65
62980,-43.93,412.65
62980,-43.57,446.29
63000,-43.57,446.29
63000,-43.31,468.14
63020,-43.31,468.14
63020,-44.11,493.32
63040,-44.11,493.32
63040,-44.4,557.83
63060,-44.4,557.83
63060,-45.04,586.25
63080,-45.04,586.25
63080,-45.36,425.57
63100,-45.36,425.57
63100,-44.27,523.46
63120,-44.27,523.46
63120,-44.52,343.21
63140,-44.52,343.21
63140,-43.89,397.2
63160,-43.89,397.2
63160,-44.13,403.34
63180,-44.13,403.34
63180,-45.17,422.24
63200,-45.17,422.24
63200,-44.35,360.55
63220,-44.35,360.55
63220,-44.63,306.15
63240,-44.63,306.15
63240,-42.19,295.07
63260,-42.19,295.07
63260,-44.98,287.98
63280,-44.98,287.98
63280,-43.51,271.07
63300,-43.51,271.07
63300,-43.39,222.71
63320,-43.39,222.71
63320,-44.31,300.35
63340,-44.31,300.35
63340,-42.24,238.03
63360,-42.24,238.03
63360,-42.89,232.99
63380,-42.89,232.99
63380,-42.82,253.72
63400,-42.82,253.72
63400,-43.23,221.62
63420,-43.23,221.62
63420,-43.27,280.16
63440,-43.27,280.16
63440,-43.33,310.24
63460,-43.33,310.24
63460,-43.02,234.08
63480,-43.02,234.08
63480,-44.51,217.15
63500,-44.51,217.15
63500,-43.66,235.15
63520,-43.66,235.15
63520,-43.64,252.74
63540,-43.64,252.74
63540,-43.49,273.72
63560,-43.49,273.72
63560,-42.42,285.58
63580,-42.42,285.58
63580,-43.23,283.07
63600,-43.23,283.07
63600,-43.42,207.95
63620,-43.42,207.95
63620,-43.02,240.72
63640,-43.02,240.72
63640,-43.12,269.85
63660,-43.12,269.85
63660,-43.06,357.3
63680,-43.06,357.3
63680,-44.06,268.8
63700,-44.06,268.8
63700,-43.56,223.39
63720,-43.56,223.39
63720,-44.91,228.21
63740,-44.91,228.21
63740,-44.09,246.93
63760,-44.09,246.93
63760,-44.62,289.79
63780,-44.62,289.79
63780,-43.1,265.38
63800,-43.1,265.38
63800,-43.53,191.18
63820,-43.53,191.18
63820,-43.92,188.53
63840,-43.92,188.53
63840,-43.16,126.55
63860,-43.16,126.55
63860,-40.94,89.55
63880,-40.94,89.55
63880,-39.43,74.75
63900,-39.43,74.75
63900,-39.5,79.34
63920,-39.5,79.34
63920,-40.65,68.98
63940,-40.65,68.98
63940,-40.09,73.09
63960,-40.09,73.09
63960,-39.85,53.57
63980,-39.85,53.57
63980,-39.78,52.51
64000,-39.78,52.51
64000,-40.13,64
64020,-40.13,64
64020,-39.99,65.15
64040,-39.99,65.15
64040,-38.54,45.83
64060,-38.54,45.83
64060,-39.95,65.56
64080,-39.95,65.56
64080,-40.83,127.32
64100,-40.83,127.32
64100,-42.23,178.34
64120,-42.23,178.34
64120,-41.56,230.85
64140,-41.56,230.85
64140,-43.4,225.01
64160,-43.4,225.01
64160,-42.73,307.88
64180,-42.73,307.88
64180,-42.65,246.54
64200,-42.65,246.54
64200,-45.36,330.84
64220,-45.36,330.84
64220,-44.23,424.67
64240,-44.23,424.67
64240,-43.96,390.33
64260,-43.96,390.33
64260,-42.77,356.64
64280,-42.77,356.64
64280,-42.45,490.79
64300,-42.45,490.79
64300,-42.48,397.91
64320,-42.48,397.91
64320,-45.42,439.94
64340,-45.42,439.94
64340,-43.27,444.3
64360,-43.27,444.3
64360,-43.9,424.35
64380,-43.9,424.35
64380,-44.24,408.38
64400,-44.24,408.38
64400,-43.98,446.75
64420,-43.98,446.75
64420,-43.22,397.97
64440,-43.22,397.97
64440,-44.03,434.91
64460,-44.03,434.91
64460,-45.77,472.62
64480,-45.77,472.62
64480,-44.91,560.68
64500,-44.91,560.68
64500,-44.78,488.62
64520,-44.78,488.62
64520,-45.85,543.85
64540,-45.85,543.85
64540,-44.82,440.1
64560,-44.82,440.1
64560,-44.12,383.98
64580,-44.12,383.98
64580,-44.73,520.88
64600,-44.73,520.88
64600,-45.28,526.21
64620,-45.28,526.21
64620,-42.84,486.48
64640,-42.84,486.48
64660,-46.24,367.09
64680,-46.24,367.09
64680,-44.63,408.08
64700,-44.63,408.08
64700,-43.82,456.4
64720,-43.82,456.4
64720,-44.62,537.86
64740,-44.62,537.86
64740,-43.14,374.34
64760,-43.14,374.34
64760,-42.12,365.33
64780,-42.12,365.33
64780,-42.82,364.52
64800,-42.82,364.52
64800,-44.6,406.55
64820,-44.6,406.55
64820,-44.01,354.63
64840,-44.01,354.63
64840,-43.54,374.92
64860,-43.54,374.92
64860,-44.73,314.71
64880,-44.73,314.71
64880,-43.62,343.32
64900,-43.62,343.32
64900,-43.59,311.55
64920,-43.59,311.55
64920,-43.19,371.6
64940,-43.19,371.6
64940,-45.05,353.61
64960,-45.05,353.61
64960,-42.24,325.15
64980,-42.24,325.15
64980,-42.41,353.74
65000,-42.41,353.74
65000,-42.89,469.53
65020,-42.89,469.53
65020,-44.87,363.69
65040,-44.87,363.69
65040,-43.71,397.45
65060,-43.71,397.45
65060,-43.72,321.54
65080,-43.72,321.54
65080,-44.44,297.85
65100,-44.44,297.85
65100,-43.26,304.05
65120,-43.26,304.05
65120,-43.41,279.22
65140,-43.41,279.22
65140,-43.82,318.35
65160,-43.82,318.35
65160,-42.55,301.6
65180,-42.55,301.6
65180,-42.4,309.77
65200,-42.4,309.77
65200,-43.9,317.29
65220,-43.9,317.29
65220,-43.1,299.42
65240,-43.1,299.42
65240,-42.79,402.48
65260,-42.79,402.48
65260,-41.93,368.07
65280,-41.93,368.07
65280,-44.38,482.55
65300,-44.38,482.55
65300,-45.5,458.54
65320,-45.5,458.54
65320,-43.88,440.21
65340,-43.88,440.21
65340,-45,618.48
65360,-45,618.48
65360,-44.24,462.54
65380,-44.24,462.54
65380,-44.15,652.98
65400,-44.15,652.98
65400,-44.91,550.62
65420,-44.91,550.62
65420,-44.22,549.04
65440,-44.22,549.04
65440,-43.24,386.69
65460,-43.24,386.69
65460,-44.7,449.68
65480,-44.7,449.68
65480,-44.42,590.36
65500,-44.42,590.36
65500,-43.8,394.83
65520,-43.8,394.83
65520,-45.56,601.62
65540,-45.56,601.62
65540,-43.58,347.95
65560,-43.58,347.95
65560,-45.17,351.98
65580,-45.17,351.98
65580,-44.29,465.47
65600,-44.29,465.47
65600,-44.08,482.13
65620,-44.08,482.13
65620,-42.4,439.22
65640,-42.4,439.22
65640,-44.04,473.84
65660,-44.04,473.84
65660,-43.29,408.24
65680,-43.29,408.24
65680,-45.03,564
65700,-45.03,564
65700,-42.96,452.23
65720,-42.96,452.23
65720,-44.92,754.79
65740,-44.92,754.79
65740,-44.37,488.16
65760,-44.37,488.16
65760,-43.4,653.55
65780,-43.4,653.55
65780,-44.84,504.81
65800,-44.84,504.81
65800,-45.6,456.13
65820,-45.6,456.13
65820,-44.27,503.63
65840,-44.27,503.63
65840,-46.12,598.45
65860,-46.12,598.45
65860,-44.41,531.95
65880,-44.41,531.95
65880,-43.87,439.67
65900,-43.87,439.67
65900,-44.78,514.09
65920,-44.78,514.09
65920,-44.88,533.11
65940,-44.88,533.11
65940,-43.9,509.95
65960,-43.9,509.95
65960,-43.35,496.46
65980,-43.35,496.46
65980,-45.14,479.2
66000,-45.14,479.2
66000,-44.3,587.44
66020,-44.3,587.44
66020,-43.41,481.79
66040,-43.41,481.79
66040,-45,465.89
66060,-45,465.89
66060,-43.5,526.81
66080,-43.5,526.81
66080,-43.14,481.99
66100,-43.14,481.99
66100,-45.52,576.68
66120,-45.52,576.68
66120,-43.31,512.98
66140,-43.31,512.98
66140,-42.4,495.76
66160,-42.4,495.76
66160,-44.4,516.65
66180,-44.4,516.65
66180,-44.48,482.99
66200,-44.48,482.99
66200,-42.11,398.22
66220,-42.11,398.22
66220,-42.53,429.19
66240,-42.53,429.19
66240,-43.64,350.86
66260,-43.64,350.86
66260,-44.91,375.11
66280,-44.91,375.11
66280,-44.26,398.98
66300,-44.26,398.98
66300,-44.87,301.36
66320,-44.87,301.36
66320,-42.87,326.9
66340,-42.87,326.9
66340,-44.14,453.67
66360,-44.14,453.67
66360,-42.92,436.2
66380,-42.92,436.2
66380,-43.1,473.59
66400,-43.1,473.59
66400,-44.85,478.06
66420,-44.85,478.06
66420,-43.75,403.57
66440,-43.75,403.57
66440,-45.37,355
66460,-45.37,355
66460,-45.27,407.64
66480,-45.27,407.64
66480,-43.89,392.38
66500,-43.89,392.38
66500,-44.81,356.6
66520,-44.81,356.6
66520,-44.38,415.66
66540,-44.38,415.66
66540,-42.36,280.37
66560,-42.36,280.37
66560,-43.41,289.96
66580,-43.41,289.96
66580,-44.68,361.24
66600,-44.68,361.24
66600,-45.05,340.36
66620,-45.05,340.36
66620,-44.55,310.58
66640,-44.55,310.58
66640,-44.3,344.56
66660,-44.3,344.56
66660,-42.11,309.54
66680,-42.11,309.54
66680,-42.45,291.45
66700,-42.45,291.45
66700,-43.63,347.9
66720,-43.63,347.9
66720,-42.21,240.84
66740,-42.21,240.84
66740,-43.57,236.94
66760,-43.57,236.94
66760,-44.26,323.84
66780,-44.26,323.84
66780,-43.26,272.41
66800,-43.26,272.41
66800,-44.18,294.53
66820,-44.18,294.53
66820,-44.97,334.2
66840,-44.97,334.2
66840,-42.9,287.88
66860,-42.9,287.88
66860,-43.58,321.73
66880,-43.58,321.73
66880,-43.74,318.02
66900,-43.74,318.02
66900,-42.35,304.84
66920,-42.35,304.84
66920,-42.88,261.01
66940,-42.88,261.01
66940,-43.18,234.54
66960,-43.18,234.54
66960,-44.33,266.49
66980,-44.33,266.49
66980,-44.4,271.98
67000,-44.4,271.98
67000,-44.09,262.81
67020,-44.09,262.81
67020,-44.78,379.92
67040,-44.78,379.92
67040,-44.77,354.79
67060,-44.77,354.79
67060,-43.86,327.96
67080,-43.86,327.96
67080,-42.09,278.9
67100,-42.09,278.9
67100,-42.08,212.52
67120,-42.08,212.52
67120,-43.77,276.69
67140,-43.77,276.69
67140,-44.02,318.35
67160,-44.02,318.35
67160,-45.32,334.69
67180,-45.32,334.69
67180,-44.93,277.36
67200,-44.93,277.36
67200,-44.78,335.58
67220,-44.78,335.58
67220,-44.78,322.27
67240,-44.78,322.27
67240,-43.85,277.87
67260,-43.85,277.87
67260,-43.57,261.65
67280,-43.57,261.65
67280,-43.07,249.8
67300,-43.07,249.8
67300,-43.55,295.32
67320,-43.55,295.32
67320,-42.73,227.71
67340,-42.73,227.71
67340,-42.17,247.53
67360,-42.17,247.53
67360,-42.47,253.44
67380,-42.47,253.44
67380,-44.24,236.88
67400,-44.24,236.88
67400,-40.51,226.77
67420,-40.51,226.77
67420,-42.07,211.31
67440,-42.07,211.31
67440,-43.2,267.85
67460,-43.2,267.85
67460,-43.52,283.36
67480,-43.52,283.36
67480,-42.5,380.12
67500,-42.5,380.12
67500,-42.9,306.49
67520,-42.9,306.49
67520,-42.59,345.81
67540,-42.59,345.81
67540,-43.44,351.69
67560,-43.44,351.69
67560,-44.6,379.54
67580,-44.6,379.54
67580,-44.8,266.46
67600,-44.8,266.46
67600,-45.15,399.83
67620,-45.15,399.83
67620,-43,570.98
67640,-43,570.98
67640,-43.13,398.46
67660,-43.13,398.46
67660,-45.38,380.99
67680,-45.38,380.99
67680,-45.18,354.43
67700,-45.18,354.43
67700,-43.82,357.76
67720,-43.82,357.76
67720,-44.71,366.72
67740,-44.71,366.72
67740,-43.97,388.79
67760,-43.97,388.79
67760,-43.19,342.19
67780,-43.19,342.19
67780,-43.27,297.61
67800,-43.27,297.61
67800,-43.43,278.96
67820,-43.43,278.96
67820,-44.68,271.64
67840,-44.68,271.64
67840,-44.49,362.46
67860,-44.49,362.46
67860,-45.05,326.57
67880,-45.05,326.57
67880,-44.13,349.36
67900,-44.13,349.36
67900,-42.36,303.2
67920,-42.36,303.2
67920,-44.4,392.57
67940,-44.4,392.57
67940,-44.64,391.04
67960,-44.64,391.04
67960,-42.62,388.75
67980,-42.62,388.75
67980,-43.77,362.79
68000,-43.77,362.79
68000,-44.99,329.59
68020,-44.99,329.59
68020,-43.44,307.84
68040,-43.44,307.84
68040,-46.05,362.31
68060,-46.05,362.31
68060,-43.61,266.03
68080,-43.61,266.03
68080,-44.34,275.5
68100,-44.34,275.5
68100,-43.04,372.07
68120,-43.04,372.07
68120,-43,364.26
68140,-43,364.26
68140,-43.43,406.98
68160,-43.43,406.98
68160,-45.75,447.3
68180,-45.75,447.3
68180,-45.02,298.93
68200,-45.02,298.93
68200,-43.38,348.81
68220,-43.38,348.81
68220,-45.16,348.21
68240,-45.16,348.21
68240,-43.33,335.98
68260,-43.33,335.98
68260,-41.95,252.6
68280,-41.95,252.6
68280,-42.87,208.27
68300,-42.87,208.27
68300,-43.92,221.31
68320,-43.92,221.31
68320,-44.74,269.52
68340,-44.74,269.52
68340,-42.75,277.48
68360,-42.75,277.48
68360,-43.3,290.6
68380,-43.3,290.6
68380,-43.92,329.1
68400,-43.92,329.1
68400,-43.35,288.8
68420,-43.35,288.8
68420,-44.53,257.66
68440,-44.53,257.66
68440,-45.34,324.67
68460,-45.34,324.67
68460,-44.15,300.1
68480,-44.15,300.1
68480,-45.04,343.73
68500,-45.04,343.73
68500,-44,252.2
68520,-44,252.2
68520,-45.31,292.95
68540,-45.31,292.95
68540,-44.18,258.95
68560,-44.18,258.95
68560,-42.72,251.71
68580,-42.72,251.71
68580,-43.78,281.4
68600,-43.78,281.4
68600,-43.91,356.72
68620,-43.91,356.72
68620,-42.76,273.5
68640,-42.76,273.5
68640,-43.54,301.97
68660,-43.54,301.97
68660,-43.21,298.12
68680,-43.21,298.12
68680,-43.99,385.33
68700,-43.99,385.33
68700,-43.72,302.7
68720,-43.72,302.7
68720,-43.88,310.32
68740,-43.88,310.32
68740,-43.16,155.05
68760,-43.16,155.05
68760,-44.85,206.74
68780,-44.85,206.74
68780,-44.4,216.45
68800,-44.4,216.45
68800,-44.42,252.2
68820,-44.42,252.2
68820,-43.07,223.47
68840,-43.07,223.47
68840,-42.39,209.29
68860,-42.39,209.29
68860,-43.31,224.93
68880,-43.31,224.93
68880,-44.62,283.19
68900,-44.62,283.19
68900,-44.58,190.76
68920,-44.58,190.76
68920,-42.87,212.72
68940,-42.87,212.72
68940,-43.49,198.88
68960,-43.49,198.88
68960,-44.38,182.08
68980,-44.38,182.08
68980,-41.54,172.45
69000,-41.54,172.45
69000,-41.71,164.64
69020,-41.71,164.64
69020,-44.48,197.24
69040,-44.48,197.24
69040,-41.96,190.84
69060,-41.96,190.84
69060,-43.77,178.58
69080,-43.77,178.58
69080,-44.29,243.63
69100,-44.29,243.63
69100,-43.68,211.78
69120,-43.68,211.78
69120,-44.41,236.74
69140,-44.41,236.74
69140,-43.07,239.82
69160,-43.07,239.82
69160,-43.38,237.99
69180,-43.38,237.99
69180,-44.51,204.72
69200,-44.51,204.72
69200,-44.7,284.58
69220,-44.7,284.58
69220,-45.35,232.67
69240,-45.35,232.67
69240,-44.28,271.94
69260,-44.28,271.94
69260,-43.87,218.23
69280,-43.87,218.23
69280,-43.59,219.86
69300,-43.59,219.86
69300,-43.89,198.75
69320,-43.89,198.75
69320,-43.2,205.27
69340,-43.2,205.27
69340,-43.37,220.69
69360,-43.37,220.69
69360,-42.62,208.22
69380,-42.62,208.22
69380,-43.52,146.89
69400,-43.52,146.89
69400,-42.05,136.59
69420,-42.05,136.59
69420,-41.76,111.73
69440,-41.76,111.73
69440,-40.34,78.05
69460,-40.34,78.05
69460,-40.97,73.17
69480,-40.97,73.17
69480,-39.97,57.83
69500,-39.97,57.83
69500,-40.03,60.09
69520,-40.03,60.09
69520,-40.04,40.53
69540,-40.04,40.53
69540,-38.54,51.17
69560,-38.54,51.17
69560,-39.33,58.17
69580,-39.33,58.17
69580,-39.19,74.87
69600,-39.19,74.87
69600,-40.92,104.78
69620,-40.92,104.78
69620,-42.74,196.58
69640,-42.74,196.58
69640,-43.73,230.07
69660,-43.73,230.07
69660,-45.09,274.94
69680,-45.09,274.94
69680,-44.3,294.55
69700,-44.3,294.55
69700,-44.72,329.49
69720,-44.72,329.49
69720,-44.8,350.88
69740,-44.8,350.88
69740,-44.27,331.13
69760,-44.27,331.13
69760,-42.66,371.16
69780,-42.66,371.16
69780,-44.36,442.63
69800,-44.36,442.63
69800,-44.88,485.18
